Production_Date,Product_Type,Output_Units,Waste_Units,Quality_Score
2025-03-02 06:00:00,Milk,7422,378.0,75.57
2025-03-02 07:00:00,Yogurt,6247,679.5,71.18
2025-03-02 08:00:00,ChocoMilk Deluxe,1026,112.0,93.0
2025-03-02 09:00:00,Yogurt,2925,307.0,85.84
2025-03-02 10:00:00,Cheese,8091,61.5,73.64
2025-03-02 11:00:00,Yogurt,4559,441.0,95.57
2025-03-02 12:00:00,ChocoMilk Deluxe,9288,413.0,83.11
2025-03-02 13:00:00,Milk,2945,285.0,83.41
2025-03-02 14:00:00,Yogurt,7824,108.0,74.47
2025-03-02 15:00:00,Milk,4585,297.0,99.93
2025-03-02 16:00:00,ChocoMilk Deluxe,2378,202.5,75.09
2025-03-02 17:00:00,Cheese,8048,246.0,75.26
2025-03-02 18:00:00,ChocoMilk Deluxe,7642,164.0,91.65
2025-03-02 19:00:00,Cheese,3324,200.0,98.27
2025-03-02 20:00:00,Cheese,4398,726.0,74.85
2025-03-02 21:00:00,Milk,6495,110.0,82.36
2025-03-02 22:00:00,Milk,3722,158.0,92.08
2025-03-02 23:00:00,Milk,1046,376.0,97.36
2025-03-03 00:00:00,ChocoMilk Deluxe,4718,272.0,92.63
2025-03-03 01:00:00,Cheese,4834,126.0,98.37
2025-03-03 02:00:00,Milk,2214,221.0,82.94
2025-03-03 03:00:00,Unicorn Cheese,5090,0.0,100.0
2025-03-03 04:00:00,Milk,1286,60.0,92.61
2025-03-03 05:00:00,Cheese,7372,468.0,77.32
2025-03-03 06:00:00,ChocoMilk Deluxe,5153,491.0,90.2
2025-03-03 07:00:00,Milk,1336,747.0,77.18
2025-03-03 08:00:00,ChocoMilk Deluxe,8791,267.0,84.63
2025-03-03 09:00:00,Yogurt,5165,43.5,71.97
2025-03-03 10:00:00,ChocoMilk Deluxe,2050,225.0,90.69
2025-03-03 11:00:00,Cheese,4713,336.0,79.26
2025-03-03 12:00:00,Cheese,6648,203.0,96.36
2025-03-03 13:00:00,Yogurt,8600,616.5,72.91
2025-03-03 14:00:00,Yogurt,6663,405.0,72.92
2025-03-03 15:00:00,Milk,9067,582.0,73.74
2025-03-03 16:00:00,ChocoMilk Deluxe,7845,492.0,76.92
2025-03-03 17:00:00,Cheese,7925,258.0,90.75
2025-03-03 18:00:00,Cheese,8794,277.5,76.93
2025-03-03 19:00:00,ChocoMilk Deluxe,1994,406.0,90.53
2025-03-03 20:00:00,Cheese,7062,386.0,96.93
2025-03-03 21:00:00,Milk,8247,91.0,90.85
2025-03-03 22:00:00,ChocoMilk Deluxe,8226,331.0,91.34
2025-03-03 23:00:00,Yogurt,2189,266.0,83.75
2025-03-04 00:00:00,Yogurt,7078,419.0,98.47
2025-03-04 01:00:00,ChocoMilk Deluxe,7544,109.5,74.26
2025-03-04 02:00:00,Cheese,3049,156.0,99.22
2025-03-04 03:00:00,ChocoMilk Deluxe,1028,109.0,89.07
2025-03-04 04:00:00,Milk,8551,216.0,96.5
2025-03-04 05:00:00,Cheese,4676,155.0,81.38
2025-03-04 06:00:00,Cheese,6015,470.0,85.4
2025-03-04 07:00:00,ChocoMilk Deluxe,9823,703.5,74.39
2025-03-04 08:00:00,Yogurt,2454,32.0,80.17
2025-03-04 09:00:00,Cheese,2280,186.0,87.07
2025-03-04 10:00:00,Milk,6504,402.0,95.35
2025-03-04 11:00:00,Cheese,9095,116.0,92.74
2025-03-04 12:00:00,Yogurt,2834,93.0,91.04
2025-03-04 13:00:00,Milk,2741,139.0,95.07
2025-03-04 14:00:00,Cheese,7865,416.0,81.55
2025-03-04 15:00:00,ChocoMilk Deluxe,5629,486.0,76.29
2025-03-04 16:00:00,Cheese,6595,461.0,99.95
2025-03-04 17:00:00,Milk,5942,37.0,95.72
2025-03-04 18:00:00,Yogurt,5351,15.0,86.23
2025-03-04 19:00:00,Unicorn Cheese,9100,0.0,100.0
2025-03-04 20:00:00,Cheese,2852,75.0,91.97
2025-03-04 21:00:00,Cheese,1866,426.0,94.71
2025-03-04 22:00:00,Unicorn Cheese,7257,0.0,100.0
2025-03-04 23:00:00,Milk,4100,601.5,79.87
2025-03-05 00:00:00,Milk,3544,70.0,88.51
2025-03-05 01:00:00,Cheese,1449,457.0,91.23
2025-03-05 02:00:00,ChocoMilk Deluxe,4743,311.0,90.84
2025-03-05 03:00:00,Milk,5300,229.0,86.67
2025-03-05 04:00:00,Yogurt,9748,493.0,83.87
2025-03-05 05:00:00,Yogurt,6148,70.0,86.38
2025-03-05 06:00:00,Cheese,8663,249.0,90.59
2025-03-05 07:00:00,Cheese,7845,240.0,76.52
2025-03-05 08:00:00,Milk,7016,489.0,92.5
2025-03-05 09:00:00,Yogurt,4140,372.0,75.37
2025-03-05 10:00:00,Yogurt,9305,73.5,79.54
2025-03-05 11:00:00,Cheese,7535,326.0,81.1
2025-03-05 12:00:00,Cheese,2740,72.0,80.38
2025-03-05 13:00:00,Cheese,6094,292.0,89.82
2025-03-05 14:00:00,Yogurt,4401,478.0,80.73
2025-03-05 15:00:00,ChocoMilk Deluxe,1985,748.5,73.89
2025-03-05 16:00:00,Yogurt,6413,240.0,92.35
2025-03-05 17:00:00,Milk,8754,505.5,73.58
2025-03-05 18:00:00,ChocoMilk Deluxe,6652,113.0,96.2
2025-03-05 19:00:00,Cheese,2779,679.5,74.29
2025-03-05 20:00:00,Cheese,7751,72.0,95.21
2025-03-05 21:00:00,ChocoMilk Deluxe,8190,163.0,96.77
2025-03-05 22:00:00,ChocoMilk Deluxe,5264,426.0,80.31
2025-03-05 23:00:00,Milk,4289,451.0,96.65
2025-03-06 00:00:00,Cheese,6490,426.0,84.07
2025-03-06 01:00:00,ChocoMilk Deluxe,9271,134.0,99.07
2025-03-06 02:00:00,Yogurt,4408,108.0,94.23
2025-03-06 03:00:00,Cheese,6578,391.0,90.85
2025-03-06 04:00:00,Milk,6782,385.5,79.76
2025-03-06 05:00:00,Unicorn Cheese,4878,0.0,100.0
2025-03-06 06:00:00,ChocoMilk Deluxe,7327,294.0,87.27
2025-03-06 07:00:00,ChocoMilk Deluxe,8181,353.0,83.0
2025-03-06 08:00:00,Cheese,2795,148.0,88.79
2025-03-06 09:00:00,Yogurt,1764,388.0,84.22
2025-03-06 10:00:00,Cheese,5954,376.5,72.54
2025-03-06 11:00:00,Cheese,3655,361.5,79.2
2025-03-06 12:00:00,Milk,1068,373.0,94.95
2025-03-06 13:00:00,Yogurt,7726,402.0,84.2
2025-03-06 14:00:00,ChocoMilk Deluxe,3872,645.0,77.52
2025-03-06 15:00:00,Yogurt,7050,111.0,79.68
2025-03-06 16:00:00,Cheese,7019,313.0,83.77
2025-03-06 17:00:00,Yogurt,9049,645.0,73.34
2025-03-06 18:00:00,Milk,5350,459.0,74.43
2025-03-06 19:00:00,Yogurt,5380,175.0,98.26
2025-03-06 20:00:00,Milk,8886,211.0,82.77
2025-03-06 21:00:00,Cheese,6452,258.0,99.48
2025-03-06 22:00:00,Yogurt,1303,153.0,75.32
2025-03-06 23:00:00,Unicorn Cheese,9611,0.0,100.0
2025-03-07 00:00:00,Unicorn Cheese,3781,0.0,100.0
2025-03-07 01:00:00,Yogurt,4689,395.0,95.63
2025-03-07 02:00:00,Milk,7287,337.5,72.29
2025-03-07 03:00:00,Milk,3890,732.0,79.94
2025-03-07 04:00:00,Yogurt,2790,148.0,82.22
2025-03-07 05:00:00,ChocoMilk Deluxe,1983,237.0,83.8
2025-03-07 06:00:00,ChocoMilk Deluxe,1656,115.0,94.66
2025-03-07 07:00:00,ChocoMilk Deluxe,6155,179.0,93.39
2025-03-07 08:00:00,Yogurt,7591,405.0,98.54
2025-03-07 09:00:00,Milk,7382,294.0,74.49
2025-03-07 10:00:00,ChocoMilk Deluxe,7612,27.0,99.98
2025-03-07 11:00:00,ChocoMilk Deluxe,1628,499.5,76.62
2025-03-07 12:00:00,Cheese,2046,178.0,92.0
2025-03-07 13:00:00,ChocoMilk Deluxe,7220,280.5,71.16
2025-03-07 14:00:00,Milk,5846,180.0,78.36
2025-03-07 15:00:00,Cheese,5565,479.0,87.17
2025-03-07 16:00:00,Cheese,9582,97.0,80.02
2025-03-07 17:00:00,Cheese,7573,114.0,70.13
2025-03-07 18:00:00,Milk,8947,368.0,98.24
2025-03-07 19:00:00,Yogurt,8153,125.0,99.02
2025-03-07 20:00:00,ChocoMilk Deluxe,3315,324.0,72.22
2025-03-07 21:00:00,Milk,8942,199.0,92.64
2025-03-07 22:00:00,Yogurt,4238,262.5,75.92
2025-03-07 23:00:00,ChocoMilk Deluxe,5351,675.0,76.17
2025-03-08 00:00:00,Cheese,2039,108.0,78.88
2025-03-08 01:00:00,Cheese,2712,230.0,97.34
2025-03-08 02:00:00,Yogurt,5266,196.0,82.74
2025-03-08 03:00:00,Milk,2480,463.0,86.17
2025-03-08 04:00:00,Yogurt,9670,237.0,81.07
2025-03-08 05:00:00,Milk,1145,201.0,73.77
2025-03-08 06:00:00,Milk,4409,603.0,73.83
2025-03-08 07:00:00,Cheese,6189,423.0,96.81
2025-03-08 08:00:00,Cheese,7641,364.0,98.49
2025-03-08 09:00:00,Cheese,5824,145.0,90.2
2025-03-08 10:00:00,Milk,1511,11.0,89.64
2025-03-08 11:00:00,Yogurt,7846,367.0,80.47
2025-03-08 12:00:00,Milk,8386,327.0,94.67
2025-03-08 13:00:00,Milk,9239,475.0,95.17
2025-03-08 14:00:00,ChocoMilk Deluxe,4130,213.0,98.1
2025-03-08 15:00:00,Milk,7529,567.0,74.18
2025-03-08 16:00:00,Cheese,1380,498.0,82.84
2025-03-08 17:00:00,Cheese,2734,388.0,99.25
2025-03-08 18:00:00,Cheese,3108,117.0,87.93
2025-03-08 19:00:00,Milk,6393,712.5,71.65
2025-03-08 20:00:00,Yogurt,1578,158.0,89.83
2025-03-08 21:00:00,Milk,1542,367.0,98.71
2025-03-08 22:00:00,Yogurt,5774,721.5,77.28
2025-03-08 23:00:00,Cheese,9712,339.0,75.46
2025-03-09 00:00:00,Yogurt,5270,207.0,75.63
2025-03-09 01:00:00,ChocoMilk Deluxe,8116,482.0,95.96
2025-03-09 02:00:00,Cheese,9769,347.0,87.56
2025-03-09 03:00:00,Yogurt,4596,454.0,85.52
2025-03-09 04:00:00,Milk,8835,148.5,71.0
2025-03-09 05:00:00,Milk,1463,450.0,79.66
2025-03-09 06:00:00,Yogurt,8771,207.0,73.21
2025-03-09 07:00:00,Cheese,4725,316.5,70.68
2025-03-09 08:00:00,ChocoMilk Deluxe,2573,78.0,93.1
2025-03-09 09:00:00,ChocoMilk Deluxe,2132,338.0,80.39
2025-03-09 10:00:00,Milk,5288,402.0,91.0
2025-03-09 11:00:00,Cheese,1613,420.0,76.86
2025-03-09 12:00:00,Milk,4903,480.0,99.45
2025-03-09 13:00:00,Yogurt,4495,550.5,73.15
2025-03-09 14:00:00,Cheese,9548,47.0,91.09
2025-03-09 15:00:00,ChocoMilk Deluxe,4970,340.0,92.86
2025-03-09 16:00:00,ChocoMilk Deluxe,2833,444.0,97.62
2025-03-09 17:00:00,Yogurt,2447,228.0,76.58
2025-03-09 18:00:00,Milk,8804,352.0,87.24
2025-03-09 19:00:00,ChocoMilk Deluxe,7941,257.0,82.73
2025-03-09 20:00:00,Cheese,2615,87.0,85.44
2025-03-09 21:00:00,Milk,4727,24.0,89.06
2025-03-09 22:00:00,Cheese,7946,450.0,79.31
2025-03-09 23:00:00,Cheese,4456,23.0,92.52
2025-03-10 00:00:00,Unicorn Cheese,3133,0.0,100.0
2025-03-10 01:00:00,Unicorn Cheese,8378,0.0,100.0
2025-03-10 02:00:00,Cheese,9574,375.0,89.82
2025-03-10 03:00:00,Cheese,3459,98.0,80.74
2025-03-10 04:00:00,ChocoMilk Deluxe,2371,100.0,95.88
2025-03-10 05:00:00,Milk,2617,292.0,96.49
2025-03-10 06:00:00,Milk,1306,455.0,89.96
2025-03-10 07:00:00,Milk,8074,408.0,82.45
2025-03-10 08:00:00,Yogurt,2466,329.0,84.54
2025-03-10 09:00:00,ChocoMilk Deluxe,2147,376.0,95.85
2025-03-10 10:00:00,Cheese,2055,10.5,74.64
2025-03-10 11:00:00,Milk,5459,359.0,85.98
2025-03-10 12:00:00,Yogurt,6648,230.0,97.57
2025-03-10 13:00:00,Milk,7555,444.0,90.12
2025-03-10 14:00:00,ChocoMilk Deluxe,4238,487.0,83.53
2025-03-10 15:00:00,Milk,3252,126.0,91.65
2025-03-10 16:00:00,Yogurt,9067,340.0,88.06
2025-03-10 17:00:00,Milk,3136,192.0,82.18
2025-03-10 18:00:00,Milk,3220,455.0,95.9
2025-03-10 19:00:00,Yogurt,2130,661.5,78.27
2025-03-10 20:00:00,Yogurt,4639,130.0,80.76
2025-03-10 21:00:00,Cheese,8022,187.0,95.79
2025-03-10 22:00:00,Milk,1184,210.0,91.5
2025-03-10 23:00:00,Yogurt,2481,428.0,94.52
2025-03-11 00:00:00,Unicorn Cheese,8329,0.0,100.0
2025-03-11 01:00:00,Unicorn Cheese,3095,0.0,100.0
2025-03-11 02:00:00,Cheese,7930,423.0,76.18
2025-03-11 03:00:00,Yogurt,3480,14.0,87.46
2025-03-11 04:00:00,Yogurt,5965,252.0,76.55
2025-03-11 05:00:00,Milk,3784,409.5,76.08
2025-03-11 06:00:00,Cheese,4299,223.0,92.08
2025-03-11 07:00:00,ChocoMilk Deluxe,3558,642.0,72.12
2025-03-11 08:00:00,Milk,1077,224.0,89.41
2025-03-11 09:00:00,Cheese,8296,20.0,93.69
2025-03-11 10:00:00,Cheese,2773,267.0,78.41
2025-03-11 11:00:00,Yogurt,6330,326.0,82.33
2025-03-11 12:00:00,Milk,2984,395.0,95.15
2025-03-11 13:00:00,Yogurt,8539,31.0,89.35
2025-03-11 14:00:00,Yogurt,7780,148.0,80.74
2025-03-11 15:00:00,Milk,6864,45.0,71.45
2025-03-11 16:00:00,Cheese,7010,138.0,86.17
2025-03-11 17:00:00,ChocoMilk Deluxe,4670,307.0,92.85
2025-03-11 18:00:00,Cheese,9378,212.0,91.76
2025-03-11 19:00:00,ChocoMilk Deluxe,7531,114.0,90.97
2025-03-11 20:00:00,Milk,9044,299.0,99.21
2025-03-11 21:00:00,Yogurt,9652,103.0,96.9
2025-03-11 22:00:00,Cheese,8869,670.5,71.41
2025-03-11 23:00:00,Cheese,2559,661.5,75.32
2025-03-12 00:00:00,Cheese,4950,1.5,76.29
2025-03-12 01:00:00,Milk,1962,181.0,92.96
2025-03-12 02:00:00,ChocoMilk Deluxe,2690,252.0,84.95
2025-03-12 03:00:00,Milk,5465,421.0,95.81
2025-03-12 04:00:00,Unicorn Cheese,1394,0.0,100.0
2025-03-12 05:00:00,Milk,5502,475.5,72.59
2025-03-12 06:00:00,Yogurt,5736,397.5,72.87
2025-03-12 07:00:00,Cheese,2645,78.0,88.53
2025-03-12 08:00:00,Unicorn Cheese,8090,0.0,100.0
2025-03-12 09:00:00,ChocoMilk Deluxe,1337,169.5,70.5
2025-03-12 10:00:00,Milk,5795,696.0,70.23
2025-03-12 11:00:00,Yogurt,1914,100.0,82.97
2025-03-12 12:00:00,Yogurt,2960,154.0,93.87
2025-03-12 13:00:00,Milk,1166,369.0,87.58
2025-03-12 14:00:00,Yogurt,5416,585.0,73.29
2025-03-12 15:00:00,Cheese,9929,681.0,78.53
2025-03-12 16:00:00,Yogurt,1770,577.5,74.3
2025-03-12 17:00:00,Yogurt,6973,594.0,78.36
2025-03-12 18:00:00,Milk,8573,619.5,78.83
2025-03-12 19:00:00,ChocoMilk Deluxe,1612,235.5,76.76
2025-03-12 20:00:00,Unicorn Cheese,9620,0.0,100.0
2025-03-12 21:00:00,Milk,9180,257.0,88.88
2025-03-12 22:00:00,Cheese,2026,363.0,96.92
2025-03-12 23:00:00,Milk,7638,523.5,72.81
2025-03-13 00:00:00,Yogurt,4015,403.5,79.56
2025-03-13 01:00:00,Yogurt,7224,723.0,78.23
2025-03-13 02:00:00,Cheese,9865,717.0,76.76
2025-03-13 03:00:00,Yogurt,6104,336.0,97.74
2025-03-13 04:00:00,Yogurt,2962,339.0,72.33
2025-03-13 05:00:00,Cheese,7114,92.0,86.07
2025-03-13 06:00:00,Milk,1410,137.0,84.49
2025-03-13 07:00:00,Cheese,5260,270.0,73.77
2025-03-13 08:00:00,ChocoMilk Deluxe,4426,181.0,94.15
2025-03-13 09:00:00,Milk,9545,368.0,85.07
2025-03-13 10:00:00,Milk,5037,191.0,94.56
2025-03-13 11:00:00,Yogurt,2979,498.0,71.45
2025-03-13 12:00:00,Milk,8931,304.0,93.61
2025-03-13 13:00:00,Cheese,6503,409.0,80.35
2025-03-13 14:00:00,Milk,7963,115.0,80.81
2025-03-13 15:00:00,Yogurt,4802,383.0,82.56
2025-03-13 16:00:00,ChocoMilk Deluxe,4474,694.5,77.77
2025-03-13 17:00:00,ChocoMilk Deluxe,3916,100.0,82.29
2025-03-13 18:00:00,Milk,7406,255.0,88.8
2025-03-13 19:00:00,Milk,5521,642.0,73.25
2025-03-13 20:00:00,Unicorn Cheese,7163,0.0,100.0
2025-03-13 21:00:00,Milk,4149,340.0,90.59
2025-03-13 22:00:00,Yogurt,3916,267.0,87.53
2025-03-13 23:00:00,Milk,7660,103.0,82.82
2025-03-14 00:00:00,Yogurt,6716,579.0,77.32
2025-03-14 01:00:00,Milk,8747,309.0,95.35
2025-03-14 02:00:00,Milk,8042,51.0,92.23
2025-03-14 03:00:00,Cheese,1778,155.0,84.3
2025-03-14 04:00:00,Yogurt,3920,470.0,83.19
2025-03-14 05:00:00,Cheese,3087,229.5,77.67
2025-03-14 06:00:00,Milk,9237,398.0,91.55
2025-03-14 07:00:00,Unicorn Cheese,6542,0.0,100.0
2025-03-14 08:00:00,Milk,5305,304.0,86.47
2025-03-14 09:00:00,Cheese,7325,306.0,79.86
2025-03-14 10:00:00,ChocoMilk Deluxe,1212,215.0,89.48
2025-03-14 11:00:00,Milk,6296,306.0,70.73
2025-03-14 12:00:00,Milk,8451,307.5,72.92
2025-03-14 13:00:00,Yogurt,6975,389.0,93.89
2025-03-14 14:00:00,Milk,8295,52.5,76.15
2025-03-14 15:00:00,Cheese,7188,198.0,81.45
2025-03-14 16:00:00,Cheese,1507,486.0,81.91
2025-03-14 17:00:00,Cheese,2772,272.0,86.22
2025-03-14 18:00:00,Cheese,1040,38.0,97.2
2025-03-14 19:00:00,ChocoMilk Deluxe,1684,30.0,86.5
2025-03-14 20:00:00,Milk,2656,153.0,89.33
2025-03-14 21:00:00,Yogurt,2850,82.5,75.66
2025-03-14 22:00:00,Milk,2329,368.0,92.4
2025-03-14 23:00:00,ChocoMilk Deluxe,3216,385.5,74.09
2025-03-15 00:00:00,ChocoMilk Deluxe,2429,133.0,95.79
2025-03-15 01:00:00,Milk,9763,12.0,89.67
2025-03-15 02:00:00,Yogurt,7828,628.5,76.75
2025-03-15 03:00:00,Yogurt,5418,405.0,78.35
2025-03-15 04:00:00,Milk,1037,95.0,86.57
2025-03-15 05:00:00,Yogurt,6545,442.0,98.02
2025-03-15 06:00:00,Cheese,4865,304.0,95.5
2025-03-15 07:00:00,Milk,7423,98.0,80.67
2025-03-15 08:00:00,Yogurt,7914,424.5,70.74
2025-03-15 09:00:00,Milk,5100,451.5,75.61
2025-03-15 10:00:00,ChocoMilk Deluxe,2622,289.0,81.84
2025-03-15 11:00:00,Cheese,4225,145.0,86.19
2025-03-15 12:00:00,Yogurt,1634,121.0,85.49
2025-03-15 13:00:00,Milk,8792,438.0,70.62
2025-03-15 14:00:00,Yogurt,9313,107.0,90.53
2025-03-15 15:00:00,Milk,3689,220.5,73.36
2025-03-15 16:00:00,ChocoMilk Deluxe,8455,504.0,79.37
2025-03-15 17:00:00,Cheese,5186,633.0,76.09
2025-03-15 18:00:00,Cheese,7421,435.0,75.36
2025-03-15 19:00:00,ChocoMilk Deluxe,8966,140.0,87.49
2025-03-15 20:00:00,Cheese,7239,390.0,73.93
2025-03-15 21:00:00,Milk,8786,475.5,79.04
2025-03-15 22:00:00,Yogurt,8552,224.0,96.12
2025-03-15 23:00:00,ChocoMilk Deluxe,7990,77.0,94.36
2025-03-16 00:00:00,Milk,8908,67.5,77.47
2025-03-16 01:00:00,Cheese,3724,321.0,95.52
2025-03-16 02:00:00,ChocoMilk Deluxe,6248,34.0,93.29
2025-03-16 03:00:00,Milk,3066,343.0,89.09
2025-03-16 04:00:00,Cheese,9641,424.0,82.56
2025-03-16 05:00:00,ChocoMilk Deluxe,4104,162.0,97.44
2025-03-16 06:00:00,Cheese,2560,313.5,76.45
2025-03-16 07:00:00,Milk,9984,356.0,83.93
2025-03-16 08:00:00,Milk,9641,67.0,93.84
2025-03-16 09:00:00,Milk,2653,428.0,96.92
2025-03-16 10:00:00,Yogurt,3633,146.0,83.9
2025-03-16 11:00:00,ChocoMilk Deluxe,2807,223.0,87.11
2025-03-16 12:00:00,ChocoMilk Deluxe,5340,235.5,73.32
2025-03-16 13:00:00,Yogurt,3517,288.0,70.94
2025-03-16 14:00:00,Yogurt,2042,111.0,80.14
2025-03-16 15:00:00,Milk,7193,440.0,99.04
2025-03-16 16:00:00,Yogurt,6806,65.0,94.77
2025-03-16 17:00:00,Milk,5185,202.5,72.95
2025-03-16 18:00:00,Milk,8064,13.0,81.15
2025-03-16 19:00:00,Yogurt,7148,499.0,90.47
2025-03-16 20:00:00,Milk,9812,7.5,78.29
2025-03-16 21:00:00,Cheese,1889,489.0,94.43
2025-03-16 22:00:00,Yogurt,5690,183.0,74.53
2025-03-16 23:00:00,Cheese,4705,136.0,99.82
2025-03-17 00:00:00,Yogurt,8823,447.0,74.28
2025-03-17 01:00:00,Milk,7762,233.0,96.63
2025-03-17 02:00:00,Milk,3079,297.0,89.35
2025-03-17 03:00:00,Milk,6853,130.5,78.94
2025-03-17 04:00:00,Milk,9517,349.5,76.87
2025-03-17 05:00:00,Milk,4194,252.0,83.88
2025-03-17 06:00:00,ChocoMilk Deluxe,6252,397.5,78.52
2025-03-17 07:00:00,Milk,8543,221.0,87.79
2025-03-17 08:00:00,Cheese,1119,151.0,96.14
2025-03-17 09:00:00,ChocoMilk Deluxe,1890,202.0,96.69
2025-03-17 10:00:00,Cheese,9176,99.0,96.39
2025-03-17 11:00:00,Milk,9504,577.5,72.86
2025-03-17 12:00:00,Cheese,9576,221.0,92.01
2025-03-17 13:00:00,Cheese,3611,210.0,92.04
2025-03-17 14:00:00,Yogurt,5534,455.0,93.67
2025-03-17 15:00:00,Yogurt,1147,346.0,91.3
2025-03-17 16:00:00,Unicorn Cheese,2959,0.0,100.0
2025-03-17 17:00:00,Yogurt,3891,224.0,91.89
2025-03-17 18:00:00,Milk,1029,143.0,82.27
2025-03-17 19:00:00,Yogurt,1578,249.0,71.5
2025-03-17 20:00:00,Milk,3099,592.5,70.51
2025-03-17 21:00:00,ChocoMilk Deluxe,8004,95.0,96.61
2025-03-17 22:00:00,Milk,2143,309.0,96.69
2025-03-17 23:00:00,Yogurt,1950,403.5,70.83
2025-03-18 00:00:00,Milk,2742,472.5,77.17
2025-03-18 01:00:00,Milk,6766,8.0,86.21
2025-03-18 02:00:00,ChocoMilk Deluxe,5519,250.5,72.62
2025-03-18 03:00:00,Yogurt,2903,381.0,78.07
2025-03-18 04:00:00,ChocoMilk Deluxe,1957,239.0,94.08
2025-03-18 05:00:00,ChocoMilk Deluxe,3337,91.0,81.29
2025-03-18 06:00:00,Cheese,5228,67.5,72.99
2025-03-18 07:00:00,Yogurt,4789,92.0,97.27
2025-03-18 08:00:00,Yogurt,4083,57.0,93.16
2025-03-18 09:00:00,Yogurt,1982,465.0,75.43
2025-03-18 10:00:00,Cheese,1838,252.0,96.37
2025-03-18 11:00:00,Cheese,9685,48.0,99.92
2025-03-18 12:00:00,Yogurt,8303,52.5,76.02
2025-03-18 13:00:00,Unicorn Cheese,1643,0.0,100.0
2025-03-18 14:00:00,Cheese,5603,373.5,76.58
2025-03-18 15:00:00,Yogurt,2968,107.0,94.32
2025-03-18 16:00:00,Yogurt,2405,420.0,91.03
2025-03-18 17:00:00,Milk,4481,240.0,97.13
2025-03-18 18:00:00,Milk,8439,455.0,93.13
2025-03-18 19:00:00,Yogurt,5316,110.0,93.78
2025-03-18 20:00:00,Milk,3293,609.0,70.95
2025-03-18 21:00:00,Milk,7895,167.0,80.77
2025-03-18 22:00:00,Milk,9384,237.0,88.14
2025-03-18 23:00:00,Milk,1219,496.5,70.29
2025-03-19 00:00:00,Yogurt,1418,93.0,77.12
2025-03-19 01:00:00,Milk,4019,555.0,72.26
2025-03-19 02:00:00,Unicorn Cheese,3425,0.0,100.0
2025-03-19 03:00:00,ChocoMilk Deluxe,3925,712.5,73.24
2025-03-19 04:00:00,Yogurt,1443,248.0,89.33
2025-03-19 05:00:00,ChocoMilk Deluxe,7711,264.0,71.42
2025-03-19 06:00:00,Milk,9204,184.0,94.33
2025-03-19 07:00:00,Yogurt,3479,104.0,96.78
2025-03-19 08:00:00,Yogurt,8150,216.0,92.28
2025-03-19 09:00:00,Yogurt,6150,261.0,94.03
2025-03-19 10:00:00,Unicorn Cheese,5806,0.0,100.0
2025-03-19 11:00:00,ChocoMilk Deluxe,3345,444.0,77.21
2025-03-19 12:00:00,Milk,8210,252.0,97.68
2025-03-19 13:00:00,Cheese,3698,661.5,74.32
2025-03-19 14:00:00,Milk,7757,279.0,81.85
2025-03-19 15:00:00,ChocoMilk Deluxe,3796,639.0,76.91
2025-03-19 16:00:00,Milk,5834,295.0,97.85
2025-03-19 17:00:00,Yogurt,8173,366.0,75.78
2025-03-19 18:00:00,Unicorn Cheese,6650,0.0,100.0
2025-03-19 19:00:00,ChocoMilk Deluxe,5660,390.0,73.4
2025-03-19 20:00:00,Milk,3539,688.5,76.48
2025-03-19 21:00:00,Unicorn Cheese,3961,0.0,100.0
2025-03-19 22:00:00,Cheese,3896,372.0,83.52
2025-03-19 23:00:00,Cheese,5642,700.5,75.74
2025-03-20 00:00:00,Cheese,7170,473.0,88.41
2025-03-20 01:00:00,Yogurt,8085,594.0,71.31
2025-03-20 02:00:00,Unicorn Cheese,9806,0.0,100.0
2025-03-20 03:00:00,Milk,6231,258.0,95.4
2025-03-20 04:00:00,Cheese,6473,227.0,87.46
2025-03-20 05:00:00,Cheese,3721,394.0,94.74
2025-03-20 06:00:00,Yogurt,4630,499.0,96.99
2025-03-20 07:00:00,Yogurt,9259,277.5,74.19
2025-03-20 08:00:00,Cheese,1605,223.0,86.75
2025-03-20 09:00:00,Milk,2974,29.0,86.65
2025-03-20 10:00:00,Milk,1217,15.0,70.49
2025-03-20 11:00:00,Milk,5858,109.5,76.02
2025-03-20 12:00:00,Milk,2283,147.0,86.6
2025-03-20 13:00:00,ChocoMilk Deluxe,2269,174.0,94.21
2025-03-20 14:00:00,Yogurt,9261,571.5,71.44
2025-03-20 15:00:00,Unicorn Cheese,4137,0.0,100.0
2025-03-20 16:00:00,Cheese,2740,636.0,77.48
2025-03-20 17:00:00,Yogurt,1484,99.0,71.68
2025-03-20 18:00:00,Milk,7683,78.0,83.22
2025-03-20 19:00:00,Yogurt,6819,171.0,71.19
2025-03-20 20:00:00,Yogurt,8086,32.0,81.27
2025-03-20 21:00:00,ChocoMilk Deluxe,2148,423.0,74.0
2025-03-20 22:00:00,Yogurt,1874,273.0,76.77
2025-03-20 23:00:00,ChocoMilk Deluxe,8370,66.0,99.45
2025-03-21 00:00:00,Cheese,5396,218.0,98.03
2025-03-21 01:00:00,Cheese,9621,474.0,96.84
2025-03-21 02:00:00,Cheese,4327,29.0,81.58
2025-03-21 03:00:00,Cheese,1235,77.0,82.32
2025-03-21 04:00:00,Milk,3599,370.0,95.49
2025-03-21 05:00:00,Cheese,8970,303.0,73.69
2025-03-21 06:00:00,Yogurt,5174,487.0,94.13
