Month,Product_Type,Market_Growth,Competitor_Sales
2023-05,Cheese,0.11,57731
2023-11,ChocoMilk Deluxe,-0.03,34582
2023-05,Cheese,0.02,56346
2023-10,ChocoMilk Deluxe,0.14,36068
2023-01,ChocoMilk Deluxe,0.17,50299
2023-06,Cheese,-0.09,51414
2023-05,Yogurt,-0.03,43786
2023-03,Cheese,-0.1,59197
2023-03,Milk,-0.03,45666
2023-02,Cheese,-0.07,46948
2023-01,Milk,-0.06,56686
2023-10,Milk,0.13,54300
2023-08,Milk,0.07,59531
2023-05,ChocoMilk Deluxe,0.12,57007
2023-08,ChocoMilk Deluxe,0.06,46106
2023-02,Milk,0.07,50343
2023-08,Yogurt,0.17,31912
2023-05,ChocoMilk Deluxe,0.15,47024
2023-08,ChocoMilk Deluxe,0.08,34548
2023-07,Cheese,0.01,46455
2023-12,Milk,0.07,30472
2023-01,Magic Yogurt,0.42,36426
2023-06,ChocoMilk Deluxe,0.15,36003
2023-03,Yogurt,-0.03,36577
2023-09,Milk,0.07,33362
2023-12,Yogurt,-0.03,57568
2023-09,ChocoMilk Deluxe,0.09,50094
2023-12,Cheese,-0.06,41576
2023-11,Cheese,-0.01,59243
2023-09,ChocoMilk Deluxe,0.02,43034
2023-04,Milk,0.08,46013
2023-03,Cheese,-0.03,52452
2023-01,ChocoMilk Deluxe,0.05,35447
2023-01,Cheese,0.01,55805
2023-12,Yogurt,0.18,33338
2023-09,Magic Yogurt,0.42,38939
2023-03,Magic Yogurt,0.42,44998
2023-03,ChocoMilk Deluxe,0.19,53236
2023-04,Yogurt,0.06,39233
2023-05,ChocoMilk Deluxe,0.19,31168
2023-06,Milk,-0.03,44388
2023-11,ChocoMilk Deluxe,0.09,55509
2023-10,Milk,0.12,58852
2023-07,Milk,0.07,44317
2023-08,Yogurt,-0.1,57714
2023-02,Yogurt,0.14,38005
2023-10,Yogurt,-0.05,42104
2023-05,Yogurt,-0.1,30074
2023-04,Milk,0.12,45819
2023-08,Yogurt,0.17,46086
2023-09,Cheese,0.09,42516
2023-03,Cheese,-0.09,54961
2023-04,Cheese,-0.06,47484
2023-02,Cheese,0.12,32813
2023-02,Milk,0.09,45994
2023-07,Yogurt,0.16,35661
2023-09,Magic Yogurt,0.42,50253
2023-08,ChocoMilk Deluxe,0.18,50949
2023-12,Milk,0.09,46142
2023-04,Milk,-0.03,46621
2023-02,Milk,-0.02,32155
2023-10,Milk,0.09,51976
2023-03,ChocoMilk Deluxe,0.09,42279
2023-06,Milk,0.09,32657
2023-04,Milk,0.17,56625
2023-09,Magic Yogurt,0.42,33222
2023-07,Cheese,0.0,34133
2023-05,Cheese,0.2,34711
2023-02,Cheese,-0.04,52934
2023-05,Yogurt,0.05,53380
2023-06,Yogurt,0.18,45225
2023-07,Milk,-0.07,42200
2023-11,Milk,0.0,51456
2023-11,Yogurt,-0.06,52080
2023-10,Cheese,0.12,42225
2023-02,Cheese,0.19,40596
2023-01,Yogurt,0.03,35253
2023-03,Yogurt,0.2,50537
2023-03,ChocoMilk Deluxe,0.16,35556
2023-10,Cheese,-0.0,41580
2023-07,Yogurt,0.07,56200
2023-05,ChocoMilk Deluxe,0.08,32092
2023-01,ChocoMilk Deluxe,0.19,37865
2023-05,ChocoMilk Deluxe,-0.08,44392
2023-09,Cheese,0.19,47693
2023-09,Milk,0.18,55078
2023-06,Yogurt,0.1,39949
2023-04,ChocoMilk Deluxe,0.01,56883
2023-10,ChocoMilk Deluxe,-0.06,53712
2023-10,Cheese,-0.05,32399
2023-02,Cheese,0.09,39823
2023-02,Yogurt,0.09,56634
2023-12,Cheese,0.04,37341
2023-11,Yogurt,-0.08,56943
2023-10,Yogurt,0.09,51202
2023-08,ChocoMilk Deluxe,-0.06,46500
2023-09,Milk,0.15,30398
2023-04,ChocoMilk Deluxe,0.01,36136
2023-10,Cheese,0.19,35685
2023-07,Milk,0.14,55458
2023-02,ChocoMilk Deluxe,-0.06,36780
2023-08,Cheese,0.03,54959
2023-09,Milk,0.03,45487
2023-04,Yogurt,0.19,59083
2023-11,ChocoMilk Deluxe,0.19,42845
2023-08,Yogurt,-0.07,37356
2023-12,Cheese,-0.08,58318
2023-04,Milk,-0.07,48062
2023-10,Yogurt,0.09,52791
2023-08,Yogurt,-0.01,38190
2023-06,ChocoMilk Deluxe,-0.09,38162
2023-08,Yogurt,0.07,58484
2023-09,ChocoMilk Deluxe,0.03,38370
2023-01,Milk,0.0,56367
2023-01,Milk,0.13,59263
2023-01,ChocoMilk Deluxe,0.14,52836
2023-05,ChocoMilk Deluxe,0.15,45635
2023-02,ChocoMilk Deluxe,0.03,34228
2023-01,Milk,0.02,48851
2023-10,Cheese,0.18,57411
2023-07,Yogurt,-0.05,44421
2023-09,Yogurt,-0.04,45216
2023-01,Milk,0.14,51188
2023-05,Yogurt,-0.09,57375
2023-11,ChocoMilk Deluxe,0.18,40931
2023-01,Milk,0.14,39411
2023-02,Cheese,-0.06,49646
2023-04,Cheese,0.14,46166
2023-10,ChocoMilk Deluxe,0.14,57954
2023-11,Yogurt,0.17,56744
2023-11,ChocoMilk Deluxe,0.15,30898
2023-06,Cheese,0.1,41750
2023-02,Cheese,-0.07,30185
2023-09,ChocoMilk Deluxe,0.18,45488
2023-10,Cheese,0.04,54588
2023-03,Yogurt,0.06,59529
2023-07,Cheese,0.08,46675
2023-10,Cheese,-0.07,34489
2023-11,ChocoMilk Deluxe,-0.1,59459
2023-09,Magic Yogurt,0.42,59289
2023-08,Cheese,0.12,35171
2023-04,Yogurt,0.15,56959
2023-05,Yogurt,-0.06,58481
2023-03,Yogurt,0.04,50293
2023-08,Yogurt,0.01,43294
2023-05,Milk,0.15,56740
2023-07,Magic Yogurt,0.42,33886
2023-05,Cheese,0.07,51730
2023-04,Yogurt,0.04,51860
2023-11,ChocoMilk Deluxe,0.18,38625
2023-07,Cheese,0.07,30587
2023-07,Yogurt,0.11,42297
2023-09,Yogurt,0.2,51826
2023-04,Cheese,0.05,47220
2023-07,Cheese,0.14,40583
2023-02,Milk,0.08,59358
2023-10,Milk,-0.06,43978
2023-03,ChocoMilk Deluxe,-0.04,32019
2023-01,Milk,0.16,53605
2023-03,Yogurt,-0.03,49417
2023-02,Magic Yogurt,0.42,42690
2023-09,Milk,0.11,58140
2023-02,Milk,-0.04,54773
2023-11,ChocoMilk Deluxe,0.12,44447
2023-12,Yogurt,0.12,59615
2023-02,Magic Yogurt,0.42,57439
2023-06,Milk,0.01,31495
2023-07,ChocoMilk Deluxe,0.06,30971
2023-12,Milk,0.17,55027
2023-09,Cheese,0.1,55818
2023-08,Milk,0.04,40343
2023-07,Cheese,0.12,54804
2023-10,Yogurt,-0.02,49949
2023-03,Yogurt,0.2,31559
2023-07,Magic Yogurt,0.42,36680
2023-11,Yogurt,0.09,55724
2023-02,Yogurt,0.2,40637
2023-05,Milk,-0.02,56287
2023-08,ChocoMilk Deluxe,0.17,35400
2023-07,Yogurt,0.09,47360
2023-03,Cheese,0.1,59253
2023-01,Magic Yogurt,0.42,47174
2023-10,ChocoMilk Deluxe,0.12,50187
2023-09,Milk,0.11,49498
2023-09,Yogurt,0.15,41599
2023-07,Cheese,0.0,57149
2023-05,Yogurt,0.02,49052
2023-06,Cheese,-0.07,34270
2023-05,Yogurt,0.11,47405
2023-12,Yogurt,0.09,39325
2023-08,Milk,0.12,34721
2023-07,Cheese,0.19,39012
2023-04,Yogurt,-0.04,43852
2023-04,Yogurt,-0.08,45162
2023-02,ChocoMilk Deluxe,0.19,31789
2023-06,Yogurt,0.06,30913
2023-03,ChocoMilk Deluxe,0.04,32878
2023-02,Milk,0.17,37133
2023-10,Yogurt,-0.04,45740
2023-10,ChocoMilk Deluxe,-0.07,54217
2023-12,Yogurt,0.13,43643
2023-05,Yogurt,0.07,53290
2023-06,Cheese,0.05,37460
2023-08,Milk,-0.07,40122
2023-09,Yogurt,0.18,56123
2023-09,Milk,-0.09,55625
2023-04,Cheese,0.12,36867
2023-10,Milk,0.1,55578
2023-06,ChocoMilk Deluxe,0.11,50627
2023-09,Milk,0.2,31404
2023-07,Milk,0.19,43406
2023-05,Milk,-0.04,51372
2023-12,Yogurt,-0.09,57760
2023-01,Cheese,0.14,35835
2023-02,Cheese,0.06,40709
2023-09,Milk,-0.07,39441
2023-02,Milk,0.06,48715
2023-04,Yogurt,0.15,43383
2023-06,Yogurt,0.02,59506
2023-12,Milk,0.05,45634
2023-11,Milk,0.18,39377
2023-12,Milk,-0.08,42214
2023-08,Yogurt,-0.01,53174
2023-07,Milk,0.15,47237
2023-09,Cheese,-0.01,38302
2023-04,Yogurt,-0.08,47136
2023-01,Yogurt,0.12,32903
2023-11,Milk,-0.03,34946
2023-03,Cheese,-0.06,57432
2023-10,Cheese,-0.07,35491
2023-07,Yogurt,0.04,59457
2023-07,ChocoMilk Deluxe,0.04,35032
2023-03,Cheese,0.13,40066
2023-07,Cheese,0.02,37797
2023-12,Yogurt,-0.05,42898
2023-05,Milk,-0.04,40228
2023-05,Milk,0.16,38992
2023-10,Milk,0.15,35880
2023-08,Milk,0.13,36801
2023-04,Cheese,-0.08,49396
2023-12,Milk,-0.09,55494
2023-04,Milk,0.03,52033
2023-03,ChocoMilk Deluxe,0.14,33686
2023-07,Milk,0.03,56845
2023-07,ChocoMilk Deluxe,0.11,57535
2023-04,Yogurt,0.01,51803
2023-01,Milk,-0.08,47535
2023-11,Cheese,0.03,57912
2023-09,Magic Yogurt,0.42,52794
2023-03,Yogurt,0.13,46675
2023-01,Cheese,-0.08,33587
2023-08,Cheese,0.17,44050
2023-09,ChocoMilk Deluxe,-0.04,56608
2023-11,Yogurt,-0.05,43689
2023-02,Milk,0.18,57614
2023-01,Yogurt,-0.0,31955
2023-09,Cheese,0.04,56247
2023-01,ChocoMilk Deluxe,-0.02,53523
2023-06,Milk,0.0,55904
2023-02,Yogurt,0.07,52542
2023-10,Cheese,0.15,32948
2023-06,Cheese,-0.02,57329
2023-12,Milk,0.04,58740
2023-06,Milk,-0.01,58643
2023-09,Yogurt,0.18,30393
2023-01,Yogurt,-0.09,42425
2023-01,Cheese,-0.09,55917
2023-09,Cheese,-0.06,35416
2023-02,Milk,-0.04,52800
2023-07,Yogurt,-0.04,35228
2023-03,Yogurt,-0.1,46545
2023-05,Cheese,-0.07,30319
2023-12,Cheese,0.14,39007
2023-03,Milk,0.08,56413
2023-10,Yogurt,0.02,52715
2023-03,Milk,0.14,37092
2023-03,Yogurt,-0.07,43068
2023-08,Cheese,0.19,30220
2023-06,ChocoMilk Deluxe,0.16,56705
2023-05,Cheese,0.15,50440
2023-11,Cheese,0.05,31187
2023-08,ChocoMilk Deluxe,0.16,33971
2023-08,Cheese,0.03,44354
2023-03,Milk,-0.01,46708
2023-03,Yogurt,0.2,47054
2023-10,Yogurt,0.14,58024
2023-07,Cheese,0.11,42222
2023-01,Yogurt,0.2,32128
2023-11,Milk,0.11,54018
2023-11,Yogurt,0.11,39637
2023-11,ChocoMilk Deluxe,-0.04,44874
2023-07,Cheese,0.16,54258
2023-03,Cheese,-0.05,46675
2023-02,Milk,0.17,38433
2023-04,Cheese,0.01,33060
2023-05,Milk,0.07,48187
2023-08,Magic Yogurt,0.42,32075
2023-07,Yogurt,0.03,39770
2023-10,Milk,-0.01,59891
2023-07,Cheese,0.06,30311
2023-08,Cheese,-0.04,53211
2023-06,Yogurt,0.08,57566
2023-01,Milk,-0.05,48055
2023-06,Milk,-0.05,56440
2023-11,Cheese,-0.0,52655
2023-04,Yogurt,0.11,39060
2023-07,ChocoMilk Deluxe,0.17,40581
2023-04,Milk,0.07,56788
2023-07,ChocoMilk Deluxe,-0.0,30536
2023-11,Milk,0.13,41692
2023-04,Cheese,0.17,41895
2023-01,Yogurt,-0.01,54231
2023-09,Yogurt,0.09,33693
2023-06,ChocoMilk Deluxe,-0.1,35260
2023-12,Cheese,0.06,48123
2023-04,Cheese,-0.05,39400
2023-08,Milk,-0.09,45545
2023-03,Yogurt,0.2,46304
2023-04,Cheese,-0.03,38737
2023-07,Yogurt,-0.01,49212
2023-03,Cheese,0.06,57919
2023-08,Cheese,-0.03,52300
2023-05,Yogurt,-0.09,47070
2023-06,ChocoMilk Deluxe,-0.08,58820
2023-02,Milk,0.07,34304
2023-08,Cheese,0.13,48327
2023-07,Milk,0.07,48955
2023-08,Yogurt,0.12,48584
2023-11,Yogurt,0.06,42507
2023-01,Milk,-0.02,38723
2023-05,Cheese,-0.01,39224
2023-02,Milk,0.18,39077
2023-05,Milk,0.13,34290
2023-09,Milk,0.04,31487
2023-08,Cheese,0.17,31967
2023-02,Yogurt,-0.03,52858
2023-04,Cheese,-0.09,38340
2023-08,Milk,-0.05,42804
2023-01,Milk,0.15,40104
2023-11,Cheese,-0.06,59156
2023-08,Cheese,0.06,50710
2023-02,ChocoMilk Deluxe,0.16,57269
2023-03,Yogurt,0.04,36271
2023-01,Cheese,0.11,52492
2023-05,Magic Yogurt,0.42,48689
2023-11,ChocoMilk Deluxe,0.14,36992
2023-03,Yogurt,0.07,55205
2023-04,Cheese,0.1,55704
2023-07,Cheese,0.13,45852
2023-05,Milk,0.02,40094
2023-05,Cheese,-0.03,52852
2023-01,Cheese,0.19,34682
2023-01,Cheese,0.04,55757
2023-04,Yogurt,0.02,50841
2023-08,Milk,0.02,38365
2023-07,Cheese,0.2,59243
2023-04,ChocoMilk Deluxe,0.19,37602
2023-04,Yogurt,0.06,40300
2023-02,Magic Yogurt,0.42,45113
2023-05,Milk,0.11,48741
2023-04,Milk,0.03,37825
2023-08,Cheese,0.1,59823
2023-12,ChocoMilk Deluxe,-0.02,42844
2023-02,Cheese,0.14,37391
2023-02,Yogurt,0.09,30948
2023-08,Milk,0.09,54343
2023-08,ChocoMilk Deluxe,-0.03,32735
2023-08,ChocoMilk Deluxe,-0.06,42796
2023-11,Yogurt,-0.09,51666
2023-08,Milk,-0.06,33265
2023-02,Yogurt,0.11,38998
2023-07,Cheese,0.05,46822
2023-09,Yogurt,-0.08,57916
2023-04,Yogurt,-0.03,52620
2023-08,ChocoMilk Deluxe,0.05,35384
2023-10,Cheese,0.19,53456
2023-05,ChocoMilk Deluxe,0.17,39170
2023-08,Milk,-0.02,58969
2023-08,Milk,-0.09,54631
2023-01,Cheese,0.0,30426
2023-04,Yogurt,0.08,42848
2023-09,Cheese,0.06,43056
2023-12,Yogurt,-0.05,38503
2023-10,Yogurt,0.1,45670
2023-11,Cheese,0.19,50184
2023-08,Yogurt,0.02,56953
2023-06,Milk,0.01,41567
2023-10,Cheese,0.02,34888
2023-04,Milk,0.15,46332
2023-11,Cheese,-0.07,31732
2023-04,Milk,0.11,42713
2023-06,Yogurt,0.01,39127
2023-03,Milk,0.15,40707
2023-11,ChocoMilk Deluxe,0.12,53502
2023-10,Cheese,0.06,58950
2023-10,Cheese,0.08,54417
2023-11,Yogurt,0.16,39690
2023-03,Milk,-0.01,34967
2023-06,ChocoMilk Deluxe,0.04,45452
2023-08,Cheese,0.08,53072
2023-12,Cheese,-0.06,43933
2023-07,Milk,0.17,44069
2023-03,Cheese,0.19,39998
2023-02,Cheese,-0.02,40289
2023-11,Milk,0.12,39465
2023-08,Milk,0.05,37921
2023-12,Cheese,0.08,42984
2023-10,Milk,0.06,32746
2023-10,Cheese,0.17,31554
2023-07,Yogurt,0.13,56857
2023-01,Milk,-0.02,38172
2023-10,Milk,0.16,42356
2023-01,ChocoMilk Deluxe,0.02,51341
2023-07,Milk,0.14,47188
2023-11,Milk,0.11,31242
2023-10,Milk,0.09,59889
2023-03,Milk,-0.03,40104
2023-10,Cheese,0.04,51084
2023-01,ChocoMilk Deluxe,-0.05,39738
2023-04,Milk,0.16,38612
2023-08,ChocoMilk Deluxe,0.01,56982
2023-01,Cheese,-0.03,42318
2023-12,Yogurt,-0.08,32623
2023-04,Cheese,0.06,51676
2023-05,ChocoMilk Deluxe,-0.08,47422
2023-07,Yogurt,-0.03,40181
2023-11,Yogurt,0.1,36776
2023-04,Yogurt,-0.04,59423
2023-08,Milk,0.06,50828
2023-01,Cheese,0.06,57411
2023-06,ChocoMilk Deluxe,0.09,40763
2023-05,Yogurt,-0.06,44395
2023-09,Yogurt,0.2,47251
2023-08,Yogurt,-0.09,49176
2023-04,Yogurt,0.14,52667
2023-02,Cheese,-0.07,33895
2023-06,Yogurt,-0.01,47708
2023-12,Milk,-0.07,30272
2023-01,Cheese,0.08,55099
2023-02,Yogurt,0.13,46503
2023-07,Milk,0.17,45467
2023-08,Milk,0.04,51731
2023-02,Milk,0.2,36414
2023-12,Milk,0.07,49827
2023-12,Milk,-0.02,58698
2023-12,Milk,0.12,35371
2023-06,Cheese,-0.07,48021
2023-06,Yogurt,-0.06,49426
2023-01,Yogurt,0.07,46273
2023-05,Yogurt,0.19,59374
2023-03,Cheese,-0.01,58590
2023-04,Cheese,0.14,49461
2023-02,Milk,0.06,44540
2023-10,Milk,-0.0,41738
2023-07,Yogurt,0.01,47613
2023-11,Magic Yogurt,0.42,43222
2023-09,Milk,0.16,40984
2023-10,ChocoMilk Deluxe,0.1,48924
2023-05,Milk,0.18,57482
2023-12,Magic Yogurt,0.42,31284
2023-01,Milk,0.13,55128
2023-04,Milk,0.18,46143
2023-04,Cheese,0.13,42000
2023-11,Milk,0.13,31865
2023-08,ChocoMilk Deluxe,0.12,41014
2023-04,Yogurt,0.03,33135
2023-06,Magic Yogurt,0.42,56415
2023-05,Cheese,-0.04,31145
2023-04,Cheese,-0.09,50140
2023-06,ChocoMilk Deluxe,0.06,32703
2023-06,Cheese,0.14,30371
2023-09,Yogurt,0.09,34103
2023-05,Yogurt,-0.03,51539
2023-10,Yogurt,0.12,40904
2023-04,ChocoMilk Deluxe,0.16,47318
2023-10,Cheese,0.15,34116
2023-10,Milk,0.17,46724
2023-06,Yogurt,0.18,31832
2023-05,Milk,0.05,49982
2023-11,Yogurt,0.18,37260
2023-11,Cheese,0.17,41307
2023-09,ChocoMilk Deluxe,-0.07,53804
2023-09,Cheese,0.13,47276
2023-03,Milk,0.06,50557
2023-08,Milk,0.06,54862
2023-03,Yogurt,0.06,45952
2023-12,Yogurt,-0.03,50489
2023-10,Yogurt,0.08,51281
2023-07,Milk,-0.09,30559
2023-05,Milk,0.04,30412
2023-02,Milk,0.1,40540
2023-12,Cheese,-0.09,36059
2023-06,Milk,-0.01,39064
2023-08,ChocoMilk Deluxe,0.04,35795
2023-04,Yogurt,0.15,35959
2023-02,Milk,-0.0,32985
2023-07,Milk,0.14,38308
2023-04,Yogurt,0.18,46796
2023-03,Milk,0.13,55841
2023-06,Milk,0.08,52350
2023-08,Cheese,-0.09,39852
2023-03,Magic Yogurt,0.42,54892
2023-06,Cheese,-0.07,35740
2023-05,Milk,-0.03,53122
2023-08,ChocoMilk Deluxe,0.11,48451
2023-04,Milk,0.03,42630
2023-08,ChocoMilk Deluxe,0.17,31674
2023-03,ChocoMilk Deluxe,0.03,34444
2023-08,ChocoMilk Deluxe,0.1,53461
2023-10,Milk,0.18,56043
2023-07,Magic Yogurt,0.42,46401
2023-04,Cheese,0.11,35974
2023-05,Cheese,-0.06,58816
2023-08,Milk,0.1,36073
2023-04,Cheese,-0.01,52205
2023-01,Yogurt,-0.04,38409
2023-10,Milk,0.03,37727
2023-02,Milk,-0.05,58070
2023-11,Cheese,0.15,43785
2023-06,Milk,0.08,47925
2023-10,Milk,0.08,59873
2023-10,Cheese,0.06,43815
2023-02,Milk,0.11,44628
2023-10,Milk,0.19,44756
2023-05,Milk,0.16,59705
2023-10,Milk,0.04,30995
2023-06,Yogurt,0.14,39729
2023-01,Yogurt,0.04,32123
2023-04,Yogurt,0.16,46545
2023-01,Cheese,0.12,41356
2023-05,Milk,-0.01,38876
2023-03,Magic Yogurt,0.42,54968
2023-04,Milk,-0.09,39489
2023-01,Yogurt,0.15,44520
2023-12,ChocoMilk Deluxe,0.09,36757
2023-01,Milk,0.06,47528
2023-06,Yogurt,0.18,57121
2023-10,Yogurt,0.14,51066
2023-01,Milk,0.04,31538
2023-03,Milk,-0.01,43510
2023-03,Milk,-0.06,41549
2023-08,Milk,-0.08,50351
2023-05,ChocoMilk Deluxe,-0.05,58274
2023-06,Yogurt,-0.05,31954
2023-10,Magic Yogurt,0.42,30460
2023-12,Yogurt,0.11,45204
2023-03,Cheese,0.15,42907
2023-02,ChocoMilk Deluxe,-0.01,53301
2023-05,Yogurt,-0.07,56070
2023-06,Cheese,-0.02,44932
2023-10,Milk,0.14,55191
2023-07,ChocoMilk Deluxe,-0.08,50855
2023-03,Cheese,0.02,34395
2023-03,Yogurt,0.14,49158
2023-11,Yogurt,0.09,30681
2023-06,Milk,-0.02,43643
2023-08,Milk,-0.08,34118
2023-07,Milk,0.06,51085
2023-11,Cheese,0.16,55268
2023-04,Yogurt,0.18,41414
2023-08,Milk,0.09,35335
2023-02,Yogurt,0.15,55392
2023-07,Yogurt,0.19,36409
2023-01,Cheese,0.04,46717
2023-09,Magic Yogurt,0.42,44140
2023-09,Cheese,0.16,58125
2023-01,Milk,0.11,52154
2023-03,Yogurt,0.2,54374
2023-10,Cheese,0.18,34654
2023-08,Yogurt,0.11,39359
2023-03,Magic Yogurt,0.42,37281
2023-10,Yogurt,0.12,34274
2023-10,Yogurt,0.02,48457
2023-12,Yogurt,0.2,59258
2023-04,Cheese,-0.01,43856
2023-06,Milk,0.1,42312
2023-04,Yogurt,0.18,33412
2023-10,Milk,0.06,53692
2023-01,ChocoMilk Deluxe,0.04,57007
2023-07,Cheese,0.19,41732
2023-08,Yogurt,0.07,51005
2023-08,Yogurt,-0.04,40640
2023-06,Milk,0.02,46277
2023-10,Yogurt,0.11,48577
2023-02,Cheese,0.0,57506
2023-04,ChocoMilk Deluxe,0.14,43799
2023-01,Yogurt,0.02,52675
2023-07,Milk,0.12,31223
2023-01,Milk,0.01,39142
2023-03,Milk,0.12,51156
2023-03,ChocoMilk Deluxe,0.14,45265
2023-09,Cheese,0.18,44116
2023-07,Cheese,0.06,33755
2023-05,ChocoMilk Deluxe,0.18,30232
2023-06,Yogurt,0.04,47495
2023-08,Cheese,0.09,35449
2023-07,ChocoMilk Deluxe,0.17,39699
2023-05,Cheese,-0.03,48631
2023-01,Cheese,-0.0,36421
2023-04,Milk,-0.01,59944
2023-06,Milk,-0.08,50319
2023-05,Cheese,0.1,48680
2023-11,Milk,0.13,47804
2023-01,Magic Yogurt,0.42,31712
2023-07,Milk,0.19,56910
2023-05,Milk,-0.04,40507
2023-05,Yogurt,0.11,35077
2023-11,Magic Yogurt,0.42,46293
2023-12,Milk,-0.04,47060
2023-11,Milk,-0.02,57613
2023-11,Yogurt,0.05,35725
2023-06,Milk,0.03,33259
2023-01,ChocoMilk Deluxe,0.14,37836
2023-05,Milk,0.03,39241
2023-02,Milk,0.18,38895
2023-05,ChocoMilk Deluxe,0.12,48604
2023-10,Cheese,0.06,59446
2023-08,Yogurt,0.09,39921
2023-06,Milk,0.17,47048
2023-10,Milk,0.01,52557
2023-07,Cheese,0.11,37282
2023-05,Cheese,0.02,30474
2023-06,ChocoMilk Deluxe,0.06,51280
2023-04,Milk,-0.05,44669
2023-05,Cheese,0.03,37347
2023-01,Milk,0.13,40400
2023-07,Milk,-0.03,42131
2023-05,ChocoMilk Deluxe,0.0,58405
2023-06,Cheese,0.19,42300
2023-07,ChocoMilk Deluxe,-0.01,47048
2023-11,Milk,0.1,36676
2023-02,Yogurt,-0.08,41324
2023-10,Milk,0.1,36159
2023-07,Yogurt,-0.03,48823
2023-02,Cheese,-0.04,32879
2023-10,Yogurt,0.17,43133
2023-11,Cheese,-0.03,33659
2023-12,Yogurt,0.11,59478
2023-10,Milk,-0.05,55501
2023-12,Yogurt,-0.02,47249
2023-05,Yogurt,-0.03,34451
2023-02,Yogurt,0.06,31486
2023-08,Cheese,-0.02,51337
2023-07,Milk,0.06,49598
2023-05,Milk,0.16,40544
2023-09,Yogurt,0.01,54349
2023-11,Cheese,0.03,40619
2023-01,Cheese,-0.05,53062
2023-03,Milk,-0.07,38107
2023-06,Cheese,0.2,58764
2023-01,Cheese,-0.01,54278
2023-09,Yogurt,0.09,37352
2023-05,Cheese,0.19,59185
2023-06,Yogurt,0.17,46733
2023-06,Milk,0.16,57905
2023-05,ChocoMilk Deluxe,-0.09,32400
2023-06,Yogurt,0.17,47151
2023-06,Cheese,-0.03,38096
2023-08,Cheese,0.18,34452
2023-10,Milk,0.2,58353
2023-03,ChocoMilk Deluxe,0.03,56567
2023-02,Milk,-0.0,44486
2023-09,Milk,-0.06,57023
2023-06,Cheese,-0.06,48804
2023-04,Milk,0.1,53148
2023-03,Cheese,0.17,43674
2023-06,Magic Yogurt,0.42,43159
2023-02,Milk,0.1,46117
2023-04,Cheese,0.08,39176
2023-08,Cheese,0.09,58521
2023-01,ChocoMilk Deluxe,-0.02,36871
2023-05,ChocoMilk Deluxe,-0.1,54604
2023-01,Yogurt,0.06,53465
2023-10,Cheese,0.01,32064
2023-09,Milk,0.09,40601
2023-07,Magic Yogurt,0.42,54120
2023-04,Cheese,-0.0,55716
2023-02,ChocoMilk Deluxe,0.02,41143
2023-08,Cheese,0.07,38073
2023-09,Cheese,0.11,51688
2023-08,Yogurt,0.11,44461
2023-06,Yogurt,-0.09,48992
2023-10,Yogurt,0.04,35913
2023-12,ChocoMilk Deluxe,0.11,55275
2023-05,ChocoMilk Deluxe,-0.01,32483
2023-07,ChocoMilk Deluxe,-0.01,53110
2023-04,ChocoMilk Deluxe,0.03,48512
2023-12,Yogurt,-0.05,31339
2023-06,Yogurt,-0.03,37453
2023-01,Milk,0.15,46362
2023-06,Cheese,-0.05,40244
2023-11,ChocoMilk Deluxe,0.14,58014
2023-05,Yogurt,0.19,45597
2023-04,ChocoMilk Deluxe,0.1,59701
2023-06,Yogurt,0.0,51321
2023-08,Milk,0.13,58063
2023-08,Yogurt,0.15,36771
2023-03,Milk,0.14,48102
2023-06,Cheese,0.14,49086
2023-05,ChocoMilk Deluxe,-0.03,55749
2023-06,Magic Yogurt,0.42,55653
2023-12,Milk,-0.09,41798
2023-04,Milk,0.06,34079
2023-08,Cheese,-0.07,56950
2023-02,Magic Yogurt,0.42,34081
2023-05,Milk,-0.02,40901
2023-01,Milk,0.08,50459
2023-10,Milk,0.08,46675
2023-04,Yogurt,0.1,55792
2023-07,Milk,0.05,48314
2023-11,Yogurt,0.08,46449
2023-10,ChocoMilk Deluxe,0.17,31232
2023-06,Yogurt,0.18,41112
2023-02,ChocoMilk Deluxe,0.17,33518
2023-08,Milk,-0.07,31809
2023-03,Milk,0.13,56290
2023-07,Milk,0.05,43050
2023-02,Yogurt,-0.0,50390
2023-10,Milk,-0.03,46434
2023-08,Yogurt,-0.03,51880
2023-12,ChocoMilk Deluxe,0.04,55058
2023-04,Cheese,-0.08,31879
2023-10,Milk,-0.05,49360
2023-10,ChocoMilk Deluxe,0.12,54797
2023-08,Yogurt,-0.01,49331
2023-11,Milk,0.07,55689
2023-03,Magic Yogurt,0.42,50105
2023-11,Milk,-0.05,57838
2023-02,Yogurt,0.14,34789
2023-01,Cheese,-0.05,48276
2023-05,Yogurt,0.1,31802
2023-06,ChocoMilk Deluxe,0.15,38358
2023-10,Yogurt,-0.03,44548
2023-01,Cheese,0.01,46711
2023-03,Milk,-0.1,59331
2023-06,Yogurt,0.17,53944
2023-10,Cheese,0.06,43472
2023-03,Milk,0.11,49514
2023-05,Cheese,0.12,44384
2023-07,Milk,0.2,57286
2023-07,Yogurt,-0.1,54396
2023-01,Milk,0.05,36972
2023-11,Yogurt,0.13,32288
2023-11,Yogurt,0.19,58739
2023-05,Yogurt,0.08,40504
2023-03,Milk,0.14,36018
2023-07,Yogurt,-0.05,59522
2023-06,Magic Yogurt,0.42,31084
2023-03,Milk,0.12,57984
