Month,Product_Type,Region,Sales_Amount
2023-02,Cheese,East,16136
2023-12,Cheese,East,11691
2023-12,Cheese,South,29936
2023-05,Yogurt,East,36309
2023-11,ChocoMilk Deluxe,East,173990
2023-10,Cheese,North,23208
2023-03,Milk,East,18982
2023-09,Cheese,North,11723
2023-11,ChocoMilk Deluxe,West,140830
2023-01,Milk,West,21384
2023-04,Cheese,West,19446
2023-10,Milk,East,23668
2023-06,ChocoMilk Deluxe,West,176880
2023-09,Yogurt,North,25047
2023-03,Yogurt,East,17716
2023-03,Milk,East,21159
2023-12,Yogurt,North,9845
2023-05,Cheese,North,8250
2023-07,Cheese,North,22879
2023-05,Cheese,West,21252
2023-11,Yogurt,East,31146
2023-08,ChocoMilk Deluxe,South,290610
2023-05,Milk,South,21650
2023-07,Milk,East,21160
2023-06,Yogurt,East,37708
2023-10,Yogurt,North,23048
2023-02,Milk,West,25972
2023-03,Milk,North,20475
2023-11,Yogurt,North,20467
2023-11,Milk,South,21121
2023-04,ChocoMilk Deluxe,West,128240
2023-05,Yogurt,East,44418
2023-09,ChocoMilk Deluxe,East,192990
2023-06,ChocoMilk Deluxe,South,152750
2023-01,Yogurt,North,17188
2023-03,Cheese,West,10285
2023-07,Cheese,North,15634
2023-08,ChocoMilk Deluxe,West,238300
2023-07,Yogurt,North,28236
2023-05,Milk,West,8988
2023-10,Yogurt,North,19614
2023-08,Cheese,South,17734
2023-09,Milk,West,32774
2023-07,Cheese,North,20865
2023-11,Milk,West,12027
2023-09,ChocoMilk Deluxe,North,194940
2023-01,Milk,South,26649
2023-09,Cheese,West,24910
2023-03,Yogurt,North,11631
2023-06,ChocoMilk Deluxe,South,211720
2023-08,Cheese,North,22360
2023-03,Yogurt,East,34714
2023-04,Cheese,North,9805
2023-07,Milk,East,9005
2023-12,Cheese,South,24949
2023-07,Yogurt,North,12790
2023-04,Yogurt,West,6382
2023-09,Cheese,West,17510
2023-03,Milk,West,13624
2023-12,Milk,West,23402
2023-08,ChocoMilk Deluxe,North,76450
2023-08,Yogurt,North,8499
2023-04,Yogurt,East,42711
2023-07,Cheese,North,9497
2023-04,Cheese,South,11283
2023-12,Milk,West,17555
2023-01,Milk,North,34072
2023-01,Milk,South,19049
2023-01,ChocoMilk Deluxe,East,278210
2023-02,ChocoMilk Deluxe,South,157870
2023-06,Yogurt,East,24868
2023-12,Milk,West,16571
2023-10,Cheese,East,15228
2023-11,Cheese,East,28321
2023-05,Cheese,South,14090
2023-11,Cheese,West,24884
2023-02,ChocoMilk Deluxe,South,176170
2023-08,Yogurt,West,13650
2023-09,Milk,South,22724
2023-07,Cheese,North,19854
2023-12,Milk,South,22409
2023-12,Milk,East,13376
2023-09,ChocoMilk Deluxe,South,182890
2023-04,Yogurt,East,13765
2023-07,Milk,South,4249
2023-05,Cheese,South,9990
2023-05,Cheese,East,11818
2023-03,Yogurt,West,27021
2023-09,Cheese,South,29680
2023-10,Milk,North,30959
2023-05,Cheese,North,16526
2023-06,Milk,East,27223
2023-03,Cheese,East,26582
2023-10,Milk,East,18966
2023-07,Milk,North,24479
2023-09,Milk,East,9058
2023-09,Milk,East,6730
2023-10,Milk,West,8497
2023-10,ChocoMilk Deluxe,North,160260
2023-05,Cheese,West,27258
2023-07,Cheese,West,16609
2023-12,Cheese,East,16849
2023-12,Milk,West,31426
2023-03,Cheese,South,25456
2023-06,ChocoMilk Deluxe,South,132210
2023-12,Milk,South,25190
2023-08,ChocoMilk Deluxe,West,55280
2023-08,ChocoMilk Deluxe,South,77930
2023-02,ChocoMilk Deluxe,North,120550
2023-06,Milk,South,5375
2023-07,Cheese,South,31517
2023-12,Yogurt,West,13992
2023-07,Milk,North,30836
2023-03,Yogurt,West,22137
2023-09,ChocoMilk Deluxe,North,103630
2023-02,ChocoMilk Deluxe,North,252590
2023-11,Milk,West,32101
2023-03,Milk,South,5771
2023-11,Milk,East,11122
2023-02,Milk,East,8567
2023-11,Cheese,South,31219
2023-09,Yogurt,East,21610
2023-04,Yogurt,East,24138
2023-02,ChocoMilk Deluxe,North,282440
2023-03,Cheese,West,25970
2023-04,Yogurt,West,16289
2023-10,Yogurt,South,26145
2023-06,ChocoMilk Deluxe,South,173240
2023-05,ChocoMilk Deluxe,West,138420
2023-03,Cheese,East,24697
2023-10,ChocoMilk Deluxe,South,145990
2023-08,Cheese,North,15193
2023-08,ChocoMilk Deluxe,West,236340
2023-07,Yogurt,East,27466
2023-03,Milk,North,22254
2023-01,ChocoMilk Deluxe,West,243850
2023-05,Milk,West,31971
2023-01,ChocoMilk Deluxe,East,250260
2023-06,Yogurt,South,26983
2023-11,Yogurt,North,19711
2023-07,Milk,North,12813
2023-12,Milk,North,26679
2023-05,ChocoMilk Deluxe,West,147110
2023-04,Cheese,East,9629
2023-02,ChocoMilk Deluxe,East,97710
2023-05,Yogurt,West,10383
2023-09,Yogurt,North,20395
2023-04,Yogurt,North,24562
2023-02,Milk,East,18308
2023-06,Cheese,South,13315
2023-08,Yogurt,West,18790
2023-02,ChocoMilk Deluxe,South,80460
2023-09,Yogurt,North,18932
2023-07,Milk,West,29521
2023-02,ChocoMilk Deluxe,West,218720
2023-11,Yogurt,South,8536
2023-05,Cheese,West,6908
2023-05,Yogurt,East,12739
2023-07,Yogurt,South,19967
2023-05,Yogurt,East,12778
2023-11,Yogurt,North,28256
2023-06,Milk,South,28860
2023-09,Cheese,West,7982
2023-03,Milk,South,19811
2023-03,Yogurt,East,17518
2023-08,Milk,East,9543
2023-10,Milk,North,23036
2023-12,ChocoMilk Deluxe,West,141960
2023-06,Cheese,West,12683
2023-12,Yogurt,North,28269
2023-10,Cheese,East,18057
2023-03,Cheese,West,25660
2023-02,Cheese,West,11673
2023-02,ChocoMilk Deluxe,East,295440
2023-02,Milk,North,7549
2023-05,Cheese,East,17167
2023-12,Milk,West,19884
2023-05,Cheese,South,30750
2023-01,ChocoMilk Deluxe,North,184780
2023-02,Yogurt,South,7606
2023-02,Cheese,East,25167
2023-04,Milk,North,5439
2023-07,Cheese,North,24623
2023-03,Yogurt,North,7081
2023-05,Milk,East,18925
2023-11,Yogurt,North,5973
2023-09,Yogurt,North,5965
2023-05,Milk,West,8932
2023-09,Yogurt,North,18175
2023-01,Milk,West,23172
2023-09,Milk,North,6408
2023-05,Cheese,East,12255
2023-08,Milk,North,17025
2023-05,ChocoMilk Deluxe,North,97180
2023-12,Yogurt,East,21685
2023-06,ChocoMilk Deluxe,North,177440
2023-08,Cheese,South,20206
2023-02,Milk,North,23959
2023-03,Cheese,North,29406
2023-11,ChocoMilk Deluxe,West,239620
2023-09,Cheese,West,26023
2023-05,Cheese,South,13378
2023-05,Cheese,East,10325
2023-09,Milk,North,24000
2023-10,Milk,West,9216
2023-03,Milk,South,19273
2023-04,Cheese,East,23657
2023-07,Milk,West,15373
2023-02,Yogurt,East,37689
2023-08,Yogurt,South,10730
2023-05,Yogurt,East,14101
2023-01,Milk,East,22505
2023-03,Yogurt,South,26753
2023-09,Cheese,East,25172
2023-05,ChocoMilk Deluxe,South,278040
2023-08,Cheese,East,30320
2023-01,Milk,West,21052
2023-07,Milk,West,5142
2023-07,Yogurt,West,24031
2023-08,Cheese,West,16598
2023-03,Milk,South,14994
2023-01,Cheese,East,8243
2023-11,Milk,South,9879
2023-09,Cheese,North,16095
2023-01,Cheese,East,22332
2023-11,ChocoMilk Deluxe,South,133740
2023-06,Milk,East,15011
2023-09,Yogurt,East,30543
2023-02,Cheese,North,14988
2023-04,Milk,West,13434
2023-02,ChocoMilk Deluxe,East,113190
2023-04,Yogurt,East,19482
2023-02,Milk,North,13726
2023-12,Yogurt,South,22332
2023-01,ChocoMilk Deluxe,West,143690
2023-11,ChocoMilk Deluxe,South,217760
2023-03,Yogurt,South,14579
2023-08,Yogurt,South,23789
2023-05,Milk,West,6325
2023-04,ChocoMilk Deluxe,South,183670
2023-05,Milk,South,11599
2023-06,Milk,West,19292
2023-06,ChocoMilk Deluxe,West,274650
2023-05,Milk,North,26692
2023-12,Cheese,South,10335
2023-11,Cheese,North,19922
2023-12,ChocoMilk Deluxe,East,254320
2023-06,Cheese,North,20408
2023-09,Cheese,North,30098
2023-05,Milk,North,15846
2023-06,Milk,North,24748
2023-04,ChocoMilk Deluxe,South,85140
2023-03,Cheese,East,11111
2023-12,Milk,East,19089
2023-06,Cheese,West,12612
2023-11,Milk,East,15269
2023-11,Yogurt,North,19673
2023-05,Milk,West,26544
2023-04,Milk,North,19995
2023-05,Cheese,South,26128
2023-07,ChocoMilk Deluxe,South,232030
2023-01,Yogurt,East,11946
2023-01,Cheese,North,18728
2023-11,Milk,North,11962
2023-01,Yogurt,North,15028
2023-02,ChocoMilk Deluxe,West,52000
2023-09,Yogurt,West,22855
2023-05,Milk,West,19551
2023-09,ChocoMilk Deluxe,East,158920
2023-05,Cheese,East,11525
2023-07,Cheese,North,17034
2023-06,Cheese,North,22408
2023-02,Milk,East,25905
2023-03,Milk,West,10229
2023-05,ChocoMilk Deluxe,West,110040
2023-04,Cheese,West,25601
2023-11,Yogurt,West,11615
2023-06,ChocoMilk Deluxe,West,83470
2023-08,Yogurt,East,18421
2023-08,Yogurt,South,12358
2023-03,ChocoMilk Deluxe,South,229200
2023-04,Cheese,South,28974
2023-01,Cheese,North,23552
2023-02,ChocoMilk Deluxe,North,159360
2023-09,Milk,West,17526
2023-12,Milk,North,20809
2023-10,Cheese,East,27486
2023-10,Yogurt,South,12802
2023-02,ChocoMilk Deluxe,East,87420
2023-12,Cheese,East,19725
2023-06,Milk,East,26838
2023-07,Cheese,West,12332
2023-06,Yogurt,West,25727
2023-08,Milk,West,20739
2023-09,Cheese,North,24003
2023-08,Yogurt,West,29541
2023-05,Yogurt,North,22553
2023-08,Yogurt,East,40945
2023-10,Milk,South,11248
2023-10,Yogurt,West,13828
2023-09,Milk,North,17206
2023-08,Cheese,North,12688
2023-02,Cheese,West,23780
2023-02,Milk,West,23645
2023-12,Milk,East,8258
2023-03,Milk,North,18499
2023-07,Cheese,South,26577
2023-09,Milk,East,15790
2023-08,Milk,North,24884
2023-09,Milk,East,25143
2023-06,Cheese,East,27318
2023-01,Yogurt,West,9917
2023-12,Cheese,South,16599
2023-04,Yogurt,South,26518
2023-06,Yogurt,North,10149
2023-12,ChocoMilk Deluxe,East,117100
2023-06,Milk,West,18053
2023-08,Cheese,North,27139
2023-01,Yogurt,North,11459
2023-11,Cheese,North,11094
2023-02,Cheese,South,13927
2023-02,ChocoMilk Deluxe,East,151030
2023-06,ChocoMilk Deluxe,East,120750
2023-11,Yogurt,West,9936
2023-07,Cheese,South,10409
2023-02,Yogurt,South,8667
2023-05,Cheese,North,14085
2023-06,ChocoMilk Deluxe,West,245780
2023-04,Yogurt,North,7885
2023-01,Milk,West,22754
2023-03,Cheese,West,12918
2023-10,Yogurt,South,18024
2023-09,ChocoMilk Deluxe,South,261160
2023-06,ChocoMilk Deluxe,East,86680
2023-02,ChocoMilk Deluxe,East,204280
2023-09,Cheese,East,13950
2023-04,Milk,South,15772
2023-11,Yogurt,North,20916
2023-08,Milk,West,17456
2023-10,ChocoMilk Deluxe,West,218000
2023-07,Yogurt,East,16216
2023-12,ChocoMilk Deluxe,West,115100
2023-11,Cheese,West,22320
2023-03,Milk,South,15776
2023-08,Cheese,South,30935
2023-04,Milk,West,15258
2023-02,Yogurt,North,21330
2023-11,Cheese,East,20687
2023-05,Yogurt,West,12877
2023-01,Milk,West,4667
2023-08,ChocoMilk Deluxe,East,279680
2023-08,Yogurt,South,12255
2023-03,ChocoMilk Deluxe,East,147870
2023-01,Milk,North,29731
2023-04,Milk,West,21228
2023-09,ChocoMilk Deluxe,West,71720
2023-09,Cheese,West,17443
2023-01,Cheese,East,15328
2023-11,ChocoMilk Deluxe,North,95630
2023-07,Cheese,West,31007
2023-06,Milk,South,17648
2023-07,Milk,North,19915
2023-07,Cheese,North,15942
2023-08,Yogurt,North,28392
2023-08,Milk,North,20364
2023-10,Yogurt,South,26042
2023-11,Cheese,North,16740
2023-02,ChocoMilk Deluxe,South,296910
2023-12,Milk,East,14601
2023-12,Yogurt,East,23527
2023-12,ChocoMilk Deluxe,East,221920
2023-04,Yogurt,East,29295
2023-04,Cheese,South,27338
2023-11,Milk,West,5605
2023-10,Milk,South,18455
2023-12,Yogurt,East,44098
2023-08,Milk,West,25705
2023-03,ChocoMilk Deluxe,West,129430
2023-12,ChocoMilk Deluxe,West,99090
2023-12,Milk,West,33059
2023-03,Cheese,North,17328
2023-02,ChocoMilk Deluxe,East,121210
2023-01,Cheese,East,11030
2023-08,Cheese,East,8942
2023-09,Yogurt,South,22467
2023-09,Milk,East,19313
2023-11,ChocoMilk Deluxe,East,219390
2023-08,Yogurt,East,14764
2023-05,Milk,South,8768
2023-01,Milk,East,8144
2023-09,ChocoMilk Deluxe,East,171470
2023-06,Yogurt,North,28073
2023-12,Milk,East,29744
2023-07,Milk,West,28434
2023-08,Milk,South,15140
2023-05,ChocoMilk Deluxe,West,191810
2023-06,Cheese,North,6937
2023-12,Cheese,East,13553
2023-07,ChocoMilk Deluxe,South,59050
2023-07,Cheese,North,17273
2023-02,Cheese,South,8459
2023-11,ChocoMilk Deluxe,West,237600
2023-12,Milk,North,30628
2023-01,ChocoMilk Deluxe,South,179530
2023-08,Milk,West,31241
2023-05,Cheese,North,20416
2023-10,Cheese,East,24867
2023-02,ChocoMilk Deluxe,East,251100
2023-03,Cheese,West,29735
2023-06,Milk,East,22686
2023-10,Milk,East,10606
2023-06,Cheese,North,12555
2023-08,Yogurt,North,9837
2023-05,Yogurt,North,17638
2023-05,ChocoMilk Deluxe,North,188430
2023-07,ChocoMilk Deluxe,North,159180
2023-10,Yogurt,North,25268
2023-05,Yogurt,East,41521
2023-09,Milk,North,13193
2023-06,ChocoMilk Deluxe,South,51960
2023-07,Milk,South,17160
2023-12,Cheese,West,22189
2023-08,Yogurt,South,16333
2023-05,ChocoMilk Deluxe,North,231480
2023-11,Cheese,East,18629
2023-04,ChocoMilk Deluxe,South,242300
2023-12,Milk,North,33492
2023-08,Cheese,North,19502
2023-12,Cheese,East,21357
2023-10,Yogurt,North,29282
2023-09,Cheese,North,9672
2023-01,Cheese,South,19436
2023-03,Milk,South,17517
2023-12,Cheese,West,19976
2023-04,Milk,West,25655
2023-07,Milk,South,6254
2023-06,Milk,South,18752
2023-10,Cheese,West,26920
2023-10,Milk,West,32398
2023-11,Milk,South,29788
2023-01,Milk,North,26111
2023-04,Cheese,North,27049
2023-06,Cheese,East,24279
2023-03,ChocoMilk Deluxe,South,269640
2023-02,Cheese,South,29355
2023-02,Milk,South,21801
2023-10,Yogurt,South,8629
2023-12,Milk,South,18676
2023-12,Yogurt,West,11782
2023-04,Cheese,West,18305
2023-01,Cheese,North,14006
2023-10,Cheese,North,12813
2023-02,ChocoMilk Deluxe,South,86320
2023-10,Milk,West,16664
2023-02,ChocoMilk Deluxe,North,87730
2023-04,Yogurt,South,26770
2023-04,ChocoMilk Deluxe,East,192900
2023-01,Yogurt,South,18947
2023-07,Yogurt,East,40494
2023-07,Yogurt,East,16492
2023-10,ChocoMilk Deluxe,South,67540
2023-11,Cheese,South,27924
2023-10,Yogurt,South,18688
2023-10,Yogurt,South,19991
2023-01,Cheese,North,18603
2023-11,ChocoMilk Deluxe,North,148240
2023-08,Milk,East,19176
2023-10,Milk,South,10077
2023-07,Yogurt,North,27733
2023-07,Yogurt,North,10196
2023-11,Cheese,West,16870
2023-06,Yogurt,West,19712
2023-12,Yogurt,North,6573
2023-04,Milk,East,7743
2023-11,Yogurt,North,20026
2023-08,ChocoMilk Deluxe,South,140450
2023-02,Cheese,North,28678
2023-07,Yogurt,West,18694
2023-03,Milk,West,19027
2023-03,ChocoMilk Deluxe,South,258430
2023-07,Yogurt,North,7382
2023-12,Cheese,South,9334
2023-03,Milk,East,21919
2023-05,Yogurt,West,11569
2023-08,Yogurt,North,20000
2023-04,ChocoMilk Deluxe,North,58000
2023-07,Milk,East,31063
2023-07,Milk,East,8675
2023-02,Milk,West,30438
2023-08,Cheese,East,23004
2023-10,Milk,West,24202
2023-12,ChocoMilk Deluxe,West,113780
2023-10,Milk,South,4520
2023-09,Yogurt,South,26259
2023-06,Cheese,West,30004
2023-05,Yogurt,North,11545
2023-01,ChocoMilk Deluxe,South,199890
2023-01,Cheese,North,25144
2023-09,Cheese,East,24692
2023-04,Milk,North,8840
2023-01,ChocoMilk Deluxe,East,81060
2023-11,ChocoMilk Deluxe,West,101820
2023-10,Milk,West,23955
2023-12,Yogurt,West,23804
2023-03,Cheese,East,15878
2023-06,Yogurt,North,14363
2023-11,ChocoMilk Deluxe,South,114620
2023-11,Milk,South,16969
2023-08,Yogurt,North,26096
2023-10,Cheese,South,19853
2023-02,Yogurt,East,31305
2023-08,Cheese,East,6042
2023-01,Yogurt,South,5907
2023-11,Cheese,South,23127
2023-02,Cheese,East,29546
2023-08,Yogurt,North,21687
2023-07,Milk,South,9936
2023-05,Cheese,South,30927
2023-10,Cheese,West,16602
2023-02,Milk,West,26779
2023-09,Yogurt,North,19952
2023-05,ChocoMilk Deluxe,East,119480
2023-08,Milk,North,27550
2023-04,Yogurt,North,21502
2023-09,Yogurt,North,10052
2023-10,Cheese,South,15983
2023-07,Milk,East,17183
2023-02,ChocoMilk Deluxe,East,52030
2023-03,Cheese,South,22505
2023-02,Milk,North,6254
2023-05,Yogurt,West,5557
2023-02,Yogurt,South,19028
2023-05,ChocoMilk Deluxe,North,87020
2023-09,ChocoMilk Deluxe,North,135460
2023-02,Milk,North,29445
2023-09,Yogurt,North,19308
2023-07,ChocoMilk Deluxe,West,225580
2023-07,Cheese,West,24745
2023-05,Yogurt,South,13799
2023-08,Cheese,North,11891
2023-07,Cheese,South,15002
2023-06,Yogurt,North,29892
2023-02,ChocoMilk Deluxe,West,76350
2023-06,Milk,South,25023
2023-02,Cheese,East,26370
2023-01,ChocoMilk Deluxe,South,255420
2023-09,Milk,East,30586
2023-05,Yogurt,South,8031
2023-10,Cheese,West,17158
2023-10,Cheese,East,20024
2023-04,Milk,West,16983
2023-12,Milk,South,20963
2023-11,Cheese,West,21291
2023-08,Cheese,North,27716
2023-05,Cheese,East,8340
2023-07,Milk,North,25290
2023-03,Cheese,East,30015
2023-08,ChocoMilk Deluxe,West,238170
2023-08,Cheese,West,7240
2023-03,Cheese,North,5969
2023-09,Milk,North,7488
2023-08,Cheese,South,14812
2023-01,Yogurt,North,15155
2023-08,Cheese,East,7646
2023-12,Yogurt,East,23302
2023-11,Yogurt,East,37002
2023-04,Milk,South,15252
2023-06,Cheese,South,24614
2023-10,Yogurt,East,10921
2023-09,Cheese,North,14065
2023-05,Yogurt,West,25960
2023-07,Cheese,South,17750
2023-01,Milk,North,23519
2023-09,ChocoMilk Deluxe,South,98730
2023-06,Cheese,South,16832
2023-11,Yogurt,West,28347
2023-04,Cheese,South,11214
2023-06,ChocoMilk Deluxe,South,238690
2023-05,ChocoMilk Deluxe,West,220210
2023-03,Yogurt,East,26059
2023-07,Yogurt,South,11705
2023-03,ChocoMilk Deluxe,South,106960
2023-02,Cheese,East,29195
2023-04,ChocoMilk Deluxe,East,173100
2023-07,Cheese,East,12907
2023-05,Milk,East,27739
2023-09,ChocoMilk Deluxe,North,243610
2023-10,Yogurt,East,24765
2023-07,Cheese,East,21093
2023-12,ChocoMilk Deluxe,East,185490
2023-09,ChocoMilk Deluxe,North,57010
2023-09,Milk,West,24455
2023-12,Yogurt,East,20877
2023-02,Cheese,North,8024
2023-01,Yogurt,South,13141
2023-11,Cheese,West,19803
2023-04,Milk,North,8439
2023-04,Milk,East,24493
2023-02,Milk,West,20045
2023-03,Milk,North,14220
2023-03,Cheese,North,21505
2023-05,Yogurt,North,25255
2023-01,Milk,North,20663
2023-09,Cheese,North,14921
2023-08,Cheese,North,7370
2023-08,Yogurt,North,28578
2023-03,Cheese,North,23693
2023-02,Milk,South,15479
2023-01,Cheese,South,19140
2023-12,Yogurt,East,43302
2023-06,Milk,East,8128
2023-10,Milk,East,21185
2023-01,Yogurt,East,18865
2023-11,Cheese,East,8308
2023-05,ChocoMilk Deluxe,East,153110
2023-09,ChocoMilk Deluxe,South,151490
2023-11,Cheese,South,28930
2023-09,Yogurt,South,10162
2023-12,Milk,North,17298
2023-04,Milk,North,24159
2023-07,ChocoMilk Deluxe,East,176490
2023-11,Cheese,West,11443
2023-07,Milk,South,14142
2023-04,ChocoMilk Deluxe,West,185250
2023-05,Milk,East,9582
2023-11,Cheese,South,13968
2023-09,Milk,West,16700
2023-07,Cheese,South,29494
2023-07,Cheese,West,14517
2023-10,Yogurt,East,14446
2023-07,ChocoMilk Deluxe,East,117540
2023-09,Cheese,North,27087
2023-05,Milk,West,28199
2023-06,ChocoMilk Deluxe,South,121750
2023-03,Yogurt,West,11602
2023-01,Yogurt,North,6295
2023-11,Milk,North,18638
2023-12,Milk,North,7864
2023-02,Cheese,North,13663
2023-08,Cheese,South,22662
2023-01,Milk,South,24820
2023-10,Milk,North,12229
2023-07,Milk,South,19646
2023-05,Milk,North,18706
2023-06,Milk,East,25779
2023-08,Cheese,North,29455
2023-04,ChocoMilk Deluxe,East,146520
2023-06,Yogurt,North,6579
2023-11,Yogurt,North,19301
2023-03,Milk,South,19795
2023-07,Milk,East,8709
2023-02,Cheese,South,20172
2023-12,Cheese,North,11754
2023-08,ChocoMilk Deluxe,East,86820
2023-07,Milk,North,16508
2023-12,Yogurt,East,41863
2023-12,Cheese,West,29318
2023-08,ChocoMilk Deluxe,East,164490
2023-02,Cheese,West,20340
2023-03,ChocoMilk Deluxe,North,148140
2023-12,Cheese,North,8125
2023-04,Cheese,South,13758
2023-12,ChocoMilk Deluxe,West,288540
2023-09,Cheese,South,22884
2023-12,ChocoMilk Deluxe,West,114580
2023-12,Milk,North,19801
2023-05,Milk,South,19590
2023-06,Cheese,West,21106
2023-01,Yogurt,South,17940
2023-04,Yogurt,North,6537
2023-04,Milk,West,10066
2023-10,Yogurt,East,36699
2023-08,Milk,West,14124
2023-08,ChocoMilk Deluxe,North,52120
2023-10,Cheese,West,17548
2023-06,Milk,South,21560
2023-08,Milk,North,25814
2023-09,ChocoMilk Deluxe,North,191150
2023-05,Cheese,East,25016
2023-01,Cheese,East,11608
2023-01,Yogurt,South,12426
2023-02,ChocoMilk Deluxe,South,141530
2023-02,Cheese,West,23770
2023-05,Milk,South,7652
2023-07,Yogurt,South,25478
2023-07,Cheese,South,26345
2023-04,Milk,West,13643
2023-04,Cheese,North,17362
2023-11,Yogurt,North,22606
2023-10,Yogurt,West,19372
2023-03,ChocoMilk Deluxe,South,190010
2023-11,Cheese,East,12491
2023-02,Cheese,West,22154
2023-03,Milk,East,25373
2023-08,ChocoMilk Deluxe,South,124540
2023-01,Milk,North,12961
2023-04,ChocoMilk Deluxe,East,109510
2023-07,Cheese,East,19997
2023-05,Cheese,East,23317
2023-02,Cheese,East,22780
2023-01,ChocoMilk Deluxe,North,68440
2023-06,ChocoMilk Deluxe,North,120930
2023-05,ChocoMilk Deluxe,East,113680
2023-03,Yogurt,West,27470
2023-11,Milk,North,26689
2023-11,Cheese,North,29157
2023-11,Milk,South,13691
2023-09,Yogurt,South,23601
2023-03,Cheese,West,19102
2023-02,Yogurt,West,7333
2023-05,Milk,South,7284
2023-09,Yogurt,South,26259
2023-08,ChocoMilk Deluxe,East,140540
2023-06,Yogurt,South,29698
2023-03,ChocoMilk Deluxe,West,117580
2023-06,Cheese,West,7095
2023-05,Milk,South,8389
2023-01,ChocoMilk Deluxe,West,124560
2023-05,Milk,North,20023
2023-07,Milk,West,15691
2023-09,Milk,East,15843
2023-12,Yogurt,North,6742
2023-01,Yogurt,North,10657
2023-03,Milk,North,29188
2023-08,ChocoMilk Deluxe,South,96210
2023-06,ChocoMilk Deluxe,East,272000
2023-05,Milk,South,32589
2023-10,Yogurt,East,10594
2023-02,ChocoMilk Deluxe,West,73400
2023-03,Cheese,West,10456
2023-12,Milk,West,7496
2023-02,Milk,North,24056
2023-01,ChocoMilk Deluxe,West,163260
2023-07,Cheese,East,29402
2023-03,Yogurt,North,29915
2023-07,Yogurt,South,21153
2023-12,Cheese,North,22385
2023-07,Milk,South,28782
2023-08,Milk,South,15123
2023-01,Milk,South,21291
2023-05,Milk,North,24579
2023-10,Milk,West,13433
2023-09,Yogurt,South,23330
2023-12,Milk,East,5356
2023-11,Cheese,East,22362
2023-07,Milk,East,19680
2023-01,Cheese,East,15997
2023-08,Yogurt,South,19822
2023-03,Milk,East,11325
2023-04,Cheese,North,7340
2023-04,Yogurt,East,12405
2023-10,Cheese,East,17380
2023-12,Milk,West,13789
2023-08,Yogurt,North,17018
2023-01,Milk,North,25598
2023-08,Cheese,West,27238
2023-09,Milk,East,7730
2023-09,Cheese,South,22799
2023-05,Yogurt,North,21577
2023-04,ChocoMilk Deluxe,South,265710
2023-04,ChocoMilk Deluxe,South,65050
2023-09,Cheese,East,20732
2023-08,ChocoMilk Deluxe,South,267790
2023-10,Yogurt,South,15945
2023-10,Cheese,South,17598
2023-12,ChocoMilk Deluxe,West,119620
2023-07,Yogurt,West,22135
2023-12,Cheese,East,19157
2023-03,Milk,North,16536
2023-04,Yogurt,East,36544
2023-09,Milk,North,15429
2023-08,Milk,South,22204
2023-12,ChocoMilk Deluxe,North,271970
2023-12,Milk,North,16665
2023-01,Cheese,North,16286
2023-03,ChocoMilk Deluxe,North,241650
2023-12,Cheese,West,26459
2023-10,Cheese,South,11474
2023-02,Yogurt,North,19804
2023-02,Milk,North,15870
2023-08,ChocoMilk Deluxe,South,183890
2023-06,Milk,North,24104
2023-12,Yogurt,East,18954
2023-12,Milk,North,28202
2023-12,Milk,East,14859
2023-06,Milk,East,11055
2023-04,Milk,East,8527
2023-01,Cheese,West,15987
2023-11,Yogurt,West,12871
2023-07,ChocoMilk Deluxe,South,253150
2023-08,Milk,East,5342
2023-02,Cheese,West,19112
2023-02,Milk,East,16806
2023-01,Cheese,West,11477
2023-04,Cheese,South,9582
2023-06,Cheese,South,8913
2023-05,Cheese,West,14720
2023-04,Yogurt,West,18057
2023-04,Yogurt,East,26127
2023-10,Cheese,South,20337
2023-07,Milk,North,6364
2023-07,Cheese,East,11040
2023-02,ChocoMilk Deluxe,West,298490
2023-07,Milk,East,11464
2023-02,Yogurt,North,14448
2023-04,Yogurt,South,17213
2023-01,Yogurt,North,6018
2023-05,ChocoMilk Deluxe,West,289950
2023-01,ChocoMilk Deluxe,West,179360
2023-04,Milk,West,26549
2023-09,ChocoMilk Deluxe,West,186610
2023-12,Yogurt,West,8300
2023-08,Cheese,North,28451
2023-06,Yogurt,South,14137
2023-08,ChocoMilk Deluxe,South,275390
2023-05,Cheese,East,26584
2023-07,ChocoMilk Deluxe,East,134100
2023-08,Yogurt,East,8778
2023-07,Cheese,West,27984
2023-04,Yogurt,South,27191
2023-05,Yogurt,West,8829
2023-10,Cheese,East,9381
2023-06,Yogurt,West,21566
2023-12,Yogurt,North,25968
2023-11,ChocoMilk Deluxe,East,281570
2023-06,Cheese,South,30148
2023-09,Milk,South,16021
2023-10,Yogurt,East,38122
2023-02,Cheese,South,8047
2023-06,Milk,South,18413
2023-03,Yogurt,East,9910
2023-02,ChocoMilk Deluxe,East,196900
2023-06,Cheese,West,14054
2023-04,ChocoMilk Deluxe,West,231270
2023-05,ChocoMilk Deluxe,North,130350
2023-05,Milk,South,7902
2023-03,Yogurt,East,31749
2023-12,Cheese,North,19017
2023-04,ChocoMilk Deluxe,South,56240
2023-03,Milk,South,9363
2023-07,Milk,North,9553
2023-01,Milk,South,12864
2023-06,Milk,East,22738
2023-04,Cheese,North,10156
2023-01,Milk,North,29275
2023-01,Cheese,West,19705
2023-05,Cheese,East,27854
2023-05,Milk,West,33018
